nama_jalan;kecamatan;kelurahan;lat_centroid;lng_centroid;fungsi_jalan;panjang_m;lebar_m;competitor_cafe;competitor_fnb;competitor_laundry;competitor_gym;competitor_fashion;competitor_stationery;competitor_carwash;competitor_photostudio;competitor_barbershop;competitor_salon;competitor_bengkel;competitor_elektronik;demand_university;demand_college;demand_school;demand_office;demand_mall;demand_hospital;transit_bus_stop;transit_bus_station;transit_train_station;transit_public_transport;total_poi_asli;bobot_fungsi;traffic_score;transit_score;total_poi_imputed;total_poi;density_cafe;log_traffic;ratio_bengkel;poi_akademik;poi_komersial;poi_score_cafe;comp_ratio_cafe;poi_score_laundry;comp_ratio_laundry;poi_score_stationery;comp_ratio_stationery;poi_score_photostudio;comp_ratio_photostudio;poi_score_barbershop;comp_ratio_barbershop;poi_score_fnb;comp_ratio_fnb;poi_score_gym;comp_ratio_gym;poi_score_salon;comp_ratio_salon;poi_score_elektronik;comp_ratio_elektronik;poi_score_fashion;comp_ratio_fashion;poi_score_bengkel;comp_ratio_bengkel;poi_score_carwash;comp_ratio_carwash;total_competitor
Jl. Akses Bandara;Semarang Barat;Tawangsari;-6,962801297;110,3888607;Kolektor Primer;1190,5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;1,098612289;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;3;9,972547088;2,772588722;7;7,336936914;0;9,972547088;0;0,693147181;3,988984047;0,693147181;1,386294361;0,693147181;1,386294361;0,693147181;1,386294361;0,693147181;1,386294361;0,693147181;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;0
Jl. Amarta;Semarang Barat;Krobokan;-6,979485631;110,3969783;Lokal Primer;390,37;3,5;0;0,693147181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;7,220589614;0;1;0,693147181;0;7,220589614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181
Jl. Anjasmoro;Semarang Barat;Tawangmas;-6,975050121;110,3911704;Kolektor Sekunder;2347,42;8;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0,693147181;3;2;10,53368748;2,772588722;19;15,94238515;0,425999608;10,53368748;2,66243E-05;0,693147181;4,158883083;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;4,158883083;0,818767782;4,158883083;0,818767782;4,158883083;0,818767782;4,158883083;0,818767782;4,158883083;0,818767782;4,158883083;0,818767782;4,158883083;0,818767782;8,317766167
Jl. Anjasmoro 1;Semarang Barat;Karang Ayu;-6,98195844;110,390484;Kolektor Sekunder;228,01;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,509379101;0;0;0;0;7,509379101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Anjasmoro 4;Semarang Barat;Karang Ayu;-6,978939939;110,3900074;Lokal Primer;209,18;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;0;1;1;6,730683916;0;1;0,693147181;0;6,730683916;0;0,693147181;0;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0
Jl. Aribuana;Semarang Barat;Krobokan;-6,97591735;110,394602;Kolektor Sekunder;449,58;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,098612289;0;0;0;0;2;2;7,900443931;0;2;1,098612289;0;7,900443931;0;0;1,098612289;0;1,098612289;0;1,098612289;0;1,098612289;0;1,098612289;0;1,098612289;1,098612289;1,098612289;1,098612289;1,098612289;1,098612289;1,098612289;1,098612289;1,098612289;1,098612289;1,098612289;1,098612289;1,098612289;1,098612289;1,098612289;0
Jl. Ariloka;Semarang Barat;Krobokan;-6,973496662;110,3974877;Kolektor Sekunder;796,54;4,5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;2;2;8,877641408;2,772588722;18;15,24923797;1,255429734;8,877641408;0,000139473;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Bojong Salaman;Semarang Barat;Cabean;-6,981582942;110,4014816;Arteri Sekunder;1274,65;6;1,098612289;0,693147181;0,693147181;0;1,098612289;0;0;0;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;3;10,04084225;2,772588722;16;13,28757947;1,569058173;10,04084225;4,3583E-05;0,693147181;2,772588722;0,693147181;0,660576691;0,693147181;0,818767782;0,693147181;1,386294361;0,693147181;1,386294361;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;1,386294361;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;1,386294361;6,356107661
Jl. Borobudur;Semarang Barat;Manyaran;-6,999798199;110,3833681;Kolektor Sekunder;1096,06;4,5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;9,196803156;2,772588722;18;15,24923797;0,912358812;9,196803156;0,000101363;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Borobudur Selatan;Semarang Barat;Manyaran;-7,001304223;110,3832478;Kolektor Sekunder;563;4;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;8,41294317;2,772588722;18;15,24923797;1,776198934;8,41294317;0,000221976;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Cakrawala;Semarang Barat;Gisikdrono;-6,982983209;110,3865542;Lokal Primer;231,7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6,832816192;0;0;0;0;6,832816192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Cempolorejo;Semarang Barat;Krobokan;-6,979950433;110,3951359;Kolektor Sekunder;362,53;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,972893511;0;0;0;0;7,972893511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Cokrokembang;Semarang Barat;Krobokan;-6,979392951;110,3989768;Lokal Primer;336,39;4;0;0,693147181;0,693147181;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0,693147181;0;0;0;0;0;0;4;1;7,205308471;0;4;2,772588722;0;7,205308471;0;0,693147181;2,079441542;0,693147181;0,693147181;0,693147181;0,409383891;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;2,079441542;0,409383891;2,079441542;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;1,386294361
Jl. Condro Kusumo;Semarang Barat;Ngemplaksimongan;-6,997805951;110,3957189;Kolektor Sekunder;358,06;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,960491154;0;0;0;0;7,960491154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Condro Kusumo 1;Semarang Barat;Bongsari;-6,996657799;110,3962166;Lokal Primer;357,9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6,979796832;0;0;0;0;6,979796832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Damar Wulan 2;Semarang Barat;Karang Ayu;-6,97828725;110,3917772;Kolektor Sekunder;633,51;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;0;1;2;8,243298304;0;1;0,693147181;0;8,243298304;0;0,693147181;0;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0
Jl. Damarwulan;Semarang Barat;Karang Ayu;-6,978625436;110,3928105;Lokal Primer;414,16;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7,413150183;0;0;0;0;7,413150183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Dr. Ismangil;Semarang Barat;Bongsari;-6,9924559;110,3941064;Kolektor Sekunder;831,05;3;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;8,51464996;2,772588722;18;15,24923797;1,203297034;8,51464996;0,000200509;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Dr. Suratmo;Semarang Barat;Kembangarum;-6,997465088;110,3793256;Kolektor Sekunder;2308,28;8;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;10,51687374;2,772588722;18;15,24923797;0,433223006;10,51687374;2,70757E-05;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Gedongsongo;Semarang Barat;Manyaran;-7,000741395;110,3883289;Kolektor Sekunder;449,71;10;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;9,104446381;2,772588722;18;15,24923797;2,223655244;9,104446381;0,00011117;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Gedongsongo Timur;Semarang Barat;Manyaran;-7,002214999;110,3902795;Kolektor Sekunder;624,86;4;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;8,517169191;2,772588722;18;15,24923797;1,60035848;8,517169191;0,000200005;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Hanoman;Semarang Barat;Krapyak;-6,98437763;110,3707918;Arteri Sekunder;1016,98;12;1,098612289;0,693147181;0,693147181;0;1,098612289;0;0;0;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;3;10,50813898;2,772588722;16;13,28757947;1,966607013;10,50813898;2,73132E-05;0,693147181;2,772588722;0,693147181;0,660576691;0,693147181;0,818767782;0,693147181;1,386294361;0,693147181;1,386294361;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;1,386294361;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;1,386294361;6,356107661
Jl. Hilir;Semarang Barat;Kembangarum;-6,991822315;110,371803;Lokal Primer;1013,44;6;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;0;2;1;8,713029675;0;2;1,386294361;0;8,713029675;0;0,693147181;0;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,409383891;0,693147181
Jl. Jembawan;Semarang Barat;Kalibanteng Kulon;-6,983114992;110,3771426;Lokal Primer;653,9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0,693147181;2;1;7,869631044;1,386294361;2;2,772588722;0;7,869631044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Kali Semarang Indah;Semarang Barat;Tawangsari;-6,962442145;110,3909936;Kolektor Primer;1165,39;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;1,098612289;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;3;9,951230502;2,772588722;7;7,336936914;0;9,951230502;0;0,693147181;3,988984047;0,693147181;1,386294361;0,693147181;1,386294361;0,693147181;1,386294361;0,693147181;1,386294361;0,693147181;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;0
Jl. Kenconowungu;Semarang Barat;Karang Ayu;-6,977828554;110,3943517;Kolektor Sekunder;872,98;3;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;8,563863014;2,772588722;18;15,24923797;1,145501615;8,563863014;0,00019088;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Kenconowungu 1;Semarang Barat;Karang Ayu;-6,981155384;110,3932812;Kolektor Sekunder;424,89;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,843981963;0;0;0;0;7,843981963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Kenconowungu Selatan 3;Semarang Barat;Karang Ayu;-6,981653496;110,3931054;Kolektor Sekunder;98,26;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,073371407;0;0;0;0;7,073371407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Kenconowungu Tengah 1;Semarang Barat;Karang Ayu;-6,97750466;110,3926923;Kolektor Sekunder;417,12;8;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;2;2;8,806112498;2,772588722;18;15,24923797;2,397391638;8,806112498;0,000149815;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Kumudasmoro;Semarang Barat;Bongsari;-6,990858066;110,3907396;Lokal Primer;971,49;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7,977786321;0;0;0;0;7,977786321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Kumudasmoro Tengah;Semarang Barat;Bongsari;-6,990954584;110,394163;Kolektor Sekunder;414,37;6;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;8,511867033;2,772588722;18;15,24923797;2,413302121;8,511867033;0,000201068;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Madukoro;Semarang Barat;Krobokan;-6,977319726;110,4010143;Kolektor Sekunder;2703,79;6;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;10,38734724;2,772588722;19;15,94238515;0,369851209;10,38734724;3,082E-05;0,693147181;4,158883083;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;4,158883083;0,818767782;4,158883083;0,818767782;4,158883083;0,818767782;4,158883083;0,818767782;4,158883083;0,818767782;4,158883083;0,818767782;4,158883083;0,818767782;8,317766167
Jl. Madukoro Blok A;Semarang Barat;Tawangmas;-6,961649655;110,3967128;Kolektor Sekunder;556,92;5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;8,625186239;2,772588722;18;15,24923797;1,795590031;8,625186239;0,000179527;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Madukoro Blok AA-BB;Semarang Barat;Tawangmas;-6,962506901;110,3969222;Kolektor Sekunder;747,19;5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;1,386294361;0;0,693147181;0,693147181;0,693147181;0;0,693147181;3;2;8,919038422;2,772588722;20;15,94238515;1,338347676;8,919038422;0,000133817;0,693147181;4,852030264;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;8,317766167
Jl. Menuju Maron;Semarang Barat;Tambak Harjo;-6,967591024;110,3683705;Kolektor Primer;3658,76;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;1,098612289;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;3;10,689809;2,772588722;7;7,336936914;0;10,689809;0;0,693147181;3,988984047;0,693147181;1,386294361;0,693147181;1,386294361;0,693147181;1,386294361;0,693147181;1,386294361;0,693147181;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;0
Jl. Mintojiwo;Semarang Barat;Gisikdrono;-6,990120811;110,3888874;Lokal Primer;604,64;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0,693147181;0;0;0;0;0;0;2;1;7,503796669;0;2;1,386294361;0;7,503796669;0;0,693147181;2,079441542;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;0
Jl. Mintojiwo Dalam;Semarang Barat;Gisikdrono;-6,992299305;110,3866482;Kolektor Sekunder;297,26;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,486927165;0;0;0;0;7,486927165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Muradi;Semarang Barat;Kalibanteng Kulon;-6,990803744;110,3780274;Arteri Sekunder;1136,76;5;1,098612289;0,693147181;0,693147181;0;1,098612289;0;0;0;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;4;3;9,744046235;2,772588722;16;13,28757947;1,759386326;9,744046235;5,86428E-05;0,693147181;2,772588722;0,693147181;0,660576691;0,693147181;0,818767782;0,693147181;1,386294361;0,693147181;1,386294361;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;1,386294361;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;1,386294361;6,356107661
Jl. Ngemplak Simongan;Semarang Barat;Bojongsalaman;-6,991652204;110,400449;Arteri Sekunder;506,57;3,5;1,098612289;0,693147181;0,693147181;0;1,098612289;0;0;0;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;3;8,579225763;2,772588722;16;13,28757947;3,948121681;8,579225763;0,00018797;0,693147181;2,772588722;0,693147181;0,660576691;0,693147181;0,818767782;0,693147181;1,386294361;0,693147181;1,386294361;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;1,386294361;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;1,386294361;6,356107661
Jl. Pamularsih;Semarang Barat;Bongsari;-6,988698506;110,39154;Arteri Sekunder;1922,13;14;1,098612289;0,693147181;0,693147181;0;1,098612289;0;0;0;0,693147181;0,693147181;0,693147181;0,693147181;0;0,693147181;0,693147181;1,098612289;0;0,693147181;0,693147181;0,693147181;0;0,693147181;4;3;11,29887123;2,772588722;18;14,38619175;1,040512348;11,29887123;1,23869E-05;2,772588722;3,988984047;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;1,386294361;2,772588722;1,386294361;2,772588722;0,818767782;3,988984047;0,818767782;3,988984047;1,386294361;3,988984047;0,818767782;3,988984047;0,818767782;3,988984047;0,660576691;3,988984047;0,818767782;3,988984047;1,386294361;6,356107661
Jl. Pangk. Puad. A. Yani;Semarang Barat;Tambak Harjo;-6,979868686;110,3800069;Kolektor Primer;779,2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;1,098612289;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;3;10,24182234;2,772588722;7;7,336936914;0;10,24182234;0;0,693147181;3,988984047;0,693147181;1,386294361;0,693147181;1,386294361;0,693147181;1,386294361;0,693147181;1,386294361;0,693147181;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;0
Jl. Puspanjolo Barat;Semarang Barat;Bojongsalaman;-6,987974306;110,3983378;Kolektor Sekunder;1304,83;10;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;3;2;10,16959864;2,772588722;18;15,24923797;0,76638336;10,16959864;3,83177E-05;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Puspanjolo Selatan;Semarang Barat;Bojongsalaman;-6,989068769;110,3998824;Kolektor Sekunder;741,23;8;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;9,380984006;2,772588722;18;15,24923797;1,349108914;9,380984006;8,43122E-05;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Puspanjolo Tengah;Semarang Barat;Cabean;-6,983977099;110,3991762;Kolektor Sekunder;702,21;5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;8,856959995;2,772588722;18;15,24923797;1,424075419;8,856959995;0,000142387;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
